左槽,防具三件套效果,五件套效果,首饰三件套效果,上衣,下装,护肩,腰带,鞋子,手镯,项链,戒指,武器,武器类型,最终力智,最终力智系数,最终双攻系数,最终面板,最终白字,最终黄字,最终属强,最终技工,装备技工,最终暴击率,最终爆伤,最终暴击期望,最终强度,damage
手套,失明套二件套效果,失明套五件套效果,刺杀三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3950.1,1.1,1.65,91810.82592,1.82,1.83,205,2.059752,1.819752,0.730786517,2.05,1.767325843,2150374.901,7056196333
圣灵之咒,失明套二件套效果,失明套五件套效果,时空三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,4057.83,1.13,1.65,94165.71754,2.25,1.83,231,1.7888571,1.5488571,0.730786517,1.7,1.511550562,2149208.834,7052370024
圣灵之咒,变色龙套二件套效果,变色龙套五件套效果,火强三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,4668.3,1.3,1.55,100994.3395,2.036363636,1.94,244,1.5609,1.3209,0.757003745,1.84,1.635883146,2148704.804,7050716111
手套,深海熔岩套二件套效果,深海熔岩套五件套效果,属强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,属强手镯,属强项链,属强戒指,战斗步枪,步枪,4955.58,1.38,1.45,99997.10957,2.060636364,1.58,311,1.605855,1.365855,0.739550562,1.95,1.702573034,2148472.565,7049954046
圣灵之咒,鬼面君主套二件套效果,鬼面君主套五件套效果,火强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3591,1,1.67,84978.89856,1.876363636,2.31,244,1.682445,1.442445,0.644644195,1.84,1.541501124,2014745.093,7043318357
手套,鬼面君主套二件套效果,鬼面君主套五件套效果,火强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,3591,1,2.07,105333.1258,1.676363636,2.01,244,1.682445,1.442445,0.644644195,2.09,1.702662172,2144341.369,7036398023
手套,鬼面君主套二件套效果,鬼面君主套五件套效果,属强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3591,1,2.07,105333.1258,1.862909091,1.92,241,1.682445,1.442445,0.644644195,1.95,1.612411985,2141672.207,7027639490
圣灵之咒,失明套二件套效果,失明套五件套效果,刺杀三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3950.1,1.1,1.65,91810.82592,2.02,1.83,205,2.059752,1.819752,0.730786517,1.8,1.584629213,2139957.725,7022013625
圣灵之咒,失明套二件套效果,失明套五件套效果,属强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3842.37,1.07,1.65,89455.9343,2.522909091,1.73,241,1.770246,1.530246,0.682097378,1.7,1.477468165,2139867.382,7021717176
手套,鬼面君主套二件套效果,鬼面君主套五件套效果,属强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3591,1,1.67,84978.89856,2.418181818,1.72,265,1.682445,1.442445,0.664644195,1.95,1.631411985,2138710.877,7017922243
手套,失明套二件套效果,失明套五件套效果,刺杀三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,5027.4,1.4,1.25,87393.744,1.82,1.81,205,2.059752,1.819752,0.825692884,2.05,1.866977528,2138703.505,7017898050
名将兵书,深海熔岩套二件套效果,深海熔岩套五件套效果,火强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3878.28,1.08,1.45,79302.60749,2.482818182,1.51,338,1.605855,1.365855,0.694644195,1.879,1.610592247,1950351.022,7015419940
圣灵之咒,鬼面君主套二件套效果,鬼面君主套五件套效果,刺杀三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4776.03,1.33,1.67,111196.6919,1.56,2,205,1.95534,1.71534,0.7882397,1.8,1.63059176,2136880.512,7011916120
时间怀表,鬼面君主套二件套效果,鬼面君主套五件套效果,属强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,属强手镯,属强项链,属强戒指,战斗步枪,步枪,4668.3,1.3,1.67,108813.2561,1.862909091,1.97,241,1.682445,1.442445,0.739550562,1.7,1.517685393,2136685.335,7011275670
尼威尔徽章,失明套二件套效果,失明套五件套效果,火强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,3842.37,1.07,1.65,89455.9343,2.136363636,1.82,244,1.780246,1.530246,0.692097378,1.853,1.590359064,2076950.89,7011252430
名将兵书,MP套二件套效果,MP套五件套效果,属强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3950.1,1.1,1.55,86246.53344,1.797454545,1.97,291,1.7163,1.4763,0.674644195,1.889,1.599758689,1947653.477,7005716861
圣灵之咒,鬼面君主套二件套效果,鬼面君主套五件套效果,属强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3591,1,2.07,105333.1258,2.062909091,1.92,241,1.682445,1.442445,0.644644195,1.7,1.451250936,2134557.823,7004294494
名将兵书,鬼面君主套二件套效果,鬼面君主套五件套效果,刺杀三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4776.03,1.33,1.67,111196.6919,1.36,2.02,205,1.95534,1.71534,0.8182397,1.839,1.686503109,1946067.164,7000010886
名将兵书,深海熔岩套二件套效果,深海熔岩套五件套效果,火强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,火强手镯,火强项链,火强戒指,宝瓶守护者,手炮,3878.28,1.08,1.45,79302.60749,2.530545455,1.51,326,1.605855,1.365855,0.674644195,1.879,1.593012247,1923862.202,6998700082
圣灵之咒,坚强套二件套效果,坚强套五件套效果,火强三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,火强手镯,火强项链,火强戒指,战斗步枪,步枪,5027.4,1.4,1.22,85296.29414,2.280227273,1.74,279,1.6386,1.3986,0.739550562,1.94,1.695177528,2132178.446,6996486856
手套,失明套二件套效果,失明套五件套效果,火强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3842.37,1.07,1.25,67769.6472,2.136363636,2.12,244,1.770246,1.530246,0.682097378,2.09,1.743486142,1997991.72,6984750483
手套,鬼面君主套二件套效果,鬼面君主套五件套效果,属强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3591,1,1.67,84978.89856,1.862909091,2.22,241,1.682445,1.442445,0.644644195,1.95,1.612411985,1997794.772,6984061974
手套,坚强套二件套效果,坚强套五件套效果,属强三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3950.1,1.1,1.62,90141.53818,2.281090909,1.67,276,1.6386,1.3986,0.644644195,2.05,1.676876404,2127242.638,6980290598
名将兵书,深海熔岩套二件套效果,深海熔岩套五件套效果,火强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3878.28,1.08,1.45,79302.60749,1.846818182,2.01,314,1.605855,1.365855,0.674644195,1.879,1.593012247,1827896.854,6976849052
尼威尔徽章,失明套二件套效果,失明套五件套效果,火强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,火强手镯,火强项链,火强戒指,战斗步枪,步枪,4919.67,1.37,1.25,85609.7352,2.136363636,1.8,244,1.780246,1.530246,0.787003745,1.853,1.671314195,2065876.027,6973866538
名将兵书,镇魂曲套二件套效果,镇魂曲套五件套效果,时空三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,3806.46,1.06,1.6,85983.97133,1.62,1.72,306,1.666845,1.426845,0.723333333,1.739,1.534543333,1465205.021,6973865239
手套,变色龙套二件套效果,变色龙套五件套效果,属强三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,4668.3,1.3,1.55,100994.3395,2.022909091,1.85,241,1.5609,1.3209,0.757003745,1.95,1.719153558,2125265.163,6973801752
名将兵书,失明套二件套效果,失明套五件套效果,属强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3842.37,1.07,1.25,67769.6472,2.322909091,2.05,241,1.770246,1.530246,0.712097378,1.739,1.526239963,1827073.365,6973705900
圣灵之咒,鬼面君主套二件套效果,鬼面君主套五件套效果,属强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3591,1,1.67,84978.89856,2.062909091,2.22,241,1.682445,1.442445,0.644644195,1.7,1.451250936,1991158.331,6960861738
时间怀表,失明套二件套效果,失明套五件套效果,火强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,3842.37,1.07,1.65,89455.9343,2.136363636,1.89,244,1.770246,1.530246,0.682097378,1.84,1.572961798,2121256.733,6960648571
手套,鬼面君主套二件套效果,鬼面君主套五件套效果,时空三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.67,89745.77007,2.108181818,1.82,255,1.69998825,1.45998825,0.713333333,1.95,1.677666667,2120391.058,6957807961
名将兵书,深海熔岩套二件套效果,深海熔岩套五件套效果,属强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3878.28,1.08,1.45,79302.60749,2.060636364,1.92,311,1.605855,1.365855,0.674644195,1.739,1.49856206,1822396.854,6955856254
手套,鬼面君主套二件套效果,鬼面君主套五件套效果,属强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3591,1,1.67,84978.89856,2.4565,1.72,253,1.682445,1.442445,0.644644195,1.95,1.612411985,2094168.711,6955027053
手套,鬼面君主套二件套效果,鬼面君主套五件套效果,火强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3591,1,1.67,84978.89856,1.676363636,2.31,244,1.682445,1.442445,0.644644195,2.09,1.702662172,1988181.243,6950454178
手套,鬼面君主套二件套效果,鬼面君主套五件套效果,时空三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.67,89745.77007,2.158227273,1.82,243,1.69998825,1.45998825,0.693333333,1.95,1.658666667,2091923.985,6947572007
名将兵书,镇魂曲套二件套效果,镇魂曲套五件套效果,属强三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3591,1,1.2,61062.6816,1.974727273,1.92,316,1.6497,1.4097,0.674644195,1.739,1.49856206,1394459.938,6947292336
名将兵书,鬼面君主套二件套效果,鬼面君主套五件套效果,时空三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,3806.46,1.06,2.07,111241.7629,1.59,2.04,231,1.69998825,1.45998825,0.723333333,1.739,1.534543333,1929630.22,6940887137
圣灵之咒,失明套二件套效果,失明套五件套效果,属强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,属强手镯,属强项链,属强戒指,战斗步枪,步枪,4919.67,1.37,1.25,85609.7352,2.522909091,1.71,241,1.770246,1.530246,0.777003745,1.7,1.543902622,2115205.84,6940793292
名将兵书,镇魂曲套二件套效果,镇魂曲套五件套效果,火强三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3591,1,1.2,61062.6816,1.7575,2.01,319,1.6497,1.4097,0.674644195,1.879,1.593012247,1388856.697,6938845303
名将兵书,鬼面君主套二件套效果,鬼面君主套五件套效果,刺杀三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3698.73,1.03,1.67,87362.33432,1.849818182,1.84,229,1.95534,1.71534,0.743333333,1.839,1.623656667,1926687.33,6930301553
圣灵之咒,失明套二件套效果,失明套五件套效果,刺杀三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,5027.4,1.4,1.25,87393.744,2.02,1.81,205,2.059752,1.819752,0.825692884,1.8,1.660554307,2111273.786,6927890730
名将兵书,失明套二件套效果,失明套五件套效果,火强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3842.37,1.07,1.25,67769.6472,2.685090909,1.64,268,1.770246,1.530246,0.732097378,1.879,1.643513596,1925937.241,6927603477
时间怀表,失明套二件套效果,失明套五件套效果,火强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,火强手镯,火强项链,火强戒指,战斗步枪,步枪,4919.67,1.37,1.25,85609.7352,2.136363636,1.87,244,1.770246,1.530246,0.777003745,1.84,1.652683146,2110369.283,6924922715
名将兵书,坚强套二件套效果,坚强套五件套效果,刺杀三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,4057.83,1.13,1.62,92453.61358,1.74,1.79,240,1.9032,1.6632,0.723333333,1.939,1.67921,1924202.442,6921363399
名将兵书,鬼面君主套二件套效果,鬼面君主套五件套效果,刺杀三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3698.73,1.03,1.67,87362.33432,1.896318182,1.84,217,1.95534,1.71534,0.723333333,1.839,1.606876667,1902465.751,6920863249
名将兵书,鬼面君主套二件套效果,鬼面君主套五件套效果,属强三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3591,1,1.67,84978.89856,2.202045455,1.87,255,1.682445,1.442445,0.694644195,1.739,1.51334206,1923658.123,6919405483
名将兵书,坚强套二件套效果,坚强套五件套效果,火强三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3950.1,1.1,1.22,67884.36826,2.080227273,2.08,279,1.6386,1.3986,0.674644195,1.979,1.660476667,1812706.509,6918869442
手套,坚强套二件套效果,坚强套五件套效果,属强三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,属强手镯,属强项链,属强戒指,战斗步枪,步枪,5027.4,1.4,1.22,85296.29414,2.281090909,1.65,276,1.6386,1.3986,0.739550562,2.05,1.77652809,2106981.516,6913806166
名将兵书,MP套二件套效果,MP套五件套效果,火强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,3950.1,1.1,1.55,86246.53344,1.590454545,2.06,294,1.7163,1.4763,0.674644195,2.029,1.694208876,1919688.325,6905126105
手套,镇魂曲套二件套效果,镇魂曲套五件套效果,火强三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3591,1,1.2,61062.6816,2.388045455,1.49,343,1.6497,1.4097,0.664644195,2.09,1.724462172,1581790.965,6901240926
